121.949876    0.000000 1.000000 0.000000     68.055549 15.219112 28.606289
121.949876    0.000000 1.000000 -0.000000     77.777771 15.219112 31.393715
121.949885    0.000000 1.000000 0.000000     38.888884 15.219112 28.606289
121.949885    0.000000 1.000000 -0.000000     48.611106 15.219112 31.393715
121.949885    0.000000 1.000000 0.000000     9.722218 15.219112 28.606289
121.949885    0.000000 1.000000 -0.000000     19.444440 15.219112 31.393715
121.949885    0.000000 1.000000 0.000000     -19.444448 15.219112 28.606289
121.949885    0.000000 1.000000 -0.000000     -9.722226 15.219112 31.393715
121.949885    0.000000 1.000000 0.000000     -48.611114 15.219112 28.606289
121.949885    0.000000 1.000000 -0.000000     -38.888892 15.219112 31.393715
121.949876    0.000000 1.000000 0.000000     -77.777779 15.219112 28.606289
121.949876    0.000000 1.000000 -0.000000     -68.055557 15.219112 31.393715
121.949876    0.000000 1.000000 0.000000     -106.944443 15.219112 28.606289
121.949876    0.000000 1.000000 -0.000000     -97.222221 15.219112 31.393715
121.949905    -0.000000 0.978147 0.207912     -106.944443 16.378193 20.365834
121.949905    0.000000 0.978147 0.207912     -97.222221 15.798652 23.092349
121.949905    -0.000000 0.978147 0.207912     -77.777779 16.378193 20.365834
121.949905    0.000000 0.978147 0.207912     -68.055557 15.798652 23.092349
121.949914    -0.000000 0.978147 0.207912     -48.611114 16.378193 20.365834
121.949914    0.000000 0.978147 0.207912     -38.888892 15.798652 23.092349
121.949914    -0.000000 0.978147 0.207912     -19.444448 16.378193 20.365834
121.949914    0.000000 0.978147 0.207912     -9.722226 15.798652 23.092349
121.949914    -0.000000 0.978147 0.207912     9.722218 16.378193 20.365834
121.949914    0.000000 0.978147 0.207912     19.444440 15.798652 23.092349
121.949914    -0.000000 0.978147 0.207912     38.888884 16.378193 20.365834
121.949914    0.000000 0.978147 0.207912     48.611106 15.798652 23.092349
121.949905    -0.000000 0.978147 0.207912     68.055549 16.378193 20.365834
121.949905    0.000000 0.978147 0.207912     77.777771 15.798652 23.092349
121.949905    -0.000000 0.978147 0.207912     97.222213 16.378193 20.365834
121.949905    0.000000 0.978147 0.207912     106.944435 15.798652 23.092349
121.949876    0.000000 1.000000 0.000000     97.222213 15.219112 28.606289
121.949876    0.000000 1.000000 -0.000000     106.944435 15.219112 31.393715
121.949936    0.000000 0.978148 -0.207912     97.222213 15.798651 36.907656
121.949936    0.000000 0.978148 -0.207912     106.944435 16.378190 39.634172
121.949936    0.000000 0.978148 -0.207912     68.055549 15.798651 36.907656
121.949936    0.000000 0.978148 -0.207912     77.777771 16.378190 39.634172
121.949944    0.000000 0.978148 -0.207912     38.888884 15.798651 36.907656
121.949944    0.000000 0.978148 -0.207912     48.611106 16.378190 39.634172
121.949944    0.000000 0.978148 -0.207912     9.722218 15.798651 36.907656
121.949944    0.000000 0.978148 -0.207912     19.444440 16.378190 39.634172
121.949944    0.000000 0.978148 -0.207912     -19.444448 15.798651 36.907656
121.949944    0.000000 0.978148 -0.207912     -9.722226 16.378190 39.634172
121.949944    0.000000 0.978148 -0.207912     -48.611114 15.798651 36.907656
121.949944    0.000000 0.978148 -0.207912     -38.888892 16.378190 39.634172
121.949936    0.000000 0.978148 -0.207912     -77.777779 15.798651 36.907656
121.949936    0.000000 0.978148 -0.207912     -68.055557 16.378190 39.634172
121.949936    0.000000 0.978148 -0.207912     -106.944443 15.798651 36.907656
121.949936    0.000000 0.978148 -0.207912     -97.222221 16.378190 39.634172
121.949936    0.000000 0.978148 -0.207912     -136.111107 15.798651 36.907656
121.949936    0.000000 0.978148 -0.207912     -126.388885 16.378190 39.634172
121.949876    0.000000 1.000000 0.000000     -136.111107 15.219112 28.606289
121.949876    0.000000 1.000000 -0.000000     -126.388885 15.219112 31.393715
121.949905    -0.000000 0.978147 0.207912     -136.111107 16.378193 20.365834
121.949905    0.000000 0.978147 0.207912     -126.388885 15.798652 23.092349
121.949889    -0.000000 0.913545 0.406737     -136.111107 19.225230 12.546439
121.949889    0.000000 0.913545 0.406737     -126.388885 18.091481 15.092879
121.949889    -0.000000 0.913545 0.406737     -106.944443 19.225230 12.546439
121.949889    0.000000 0.913545 0.406737     -97.222221 18.091481 15.092879
121.949889    -0.000000 0.913545 0.406737     -77.777779 19.225230 12.546439
121.949889    0.000000 0.913545 0.406737     -68.055557 18.091481 15.092879
121.949898    -0.000000 0.913545 0.406737     -48.611114 19.225230 12.546439
121.949898    0.000000 0.913545 0.406737     -38.888892 18.091481 15.092879
121.949898    -0.000000 0.913545 0.406737     -19.444448 19.225230 12.546439
121.949898    0.000000 0.913545 0.406737     -9.722226 18.091481 15.092879
121.949898    -0.000000 0.913545 0.406737     9.722218 19.225230 12.546439
121.949898    0.000000 0.913545 0.406737     19.444440 18.091481 15.092879
121.949898    -0.000000 0.913545 0.406737     38.888884 19.225230 12.546439
121.949898    0.000000 0.913545 0.406737     48.611106 18.091481 15.092879
121.949889    -0.000000 0.913545 0.406737     68.055549 19.225230 12.546439
121.949889    0.000000 0.913545 0.406737     77.777771 18.091481 15.092879
121.949889    -0.000000 0.913545 0.406737     97.222213 19.225230 12.546439
121.949889    0.000000 0.913545 0.406737     106.944435 18.091481 15.092879
121.949923    -0.000000 0.913545 0.406737     126.388880 19.225230 12.546439
121.949923    0.000000 0.913545 0.406737     136.111104 18.091481 15.092879
121.949939    -0.000000 0.978147 0.207912     126.388880 16.378193 20.365834
121.949939    0.000000 0.978147 0.207912     136.111104 15.798652 23.092349
121.949910    0.000000 1.000000 0.000000     126.388880 15.219112 28.606289
121.949910    0.000000 1.000000 -0.000000     136.111104 15.219112 31.393715
121.949970    0.000000 0.978148 -0.207912     126.388880 15.798651 36.907656
121.949970    0.000000 0.978148 -0.207912     136.111104 16.378190 39.634172
121.949892    0.000000 0.913546 -0.406736     126.388880 18.091476 44.907127
121.949892    0.000000 0.913546 -0.406736     136.111104 19.225224 47.453568
121.949858    0.000000 0.913546 -0.406736     97.222213 18.091476 44.907127
121.949858    0.000000 0.913546 -0.406736     106.944435 19.225224 47.453568
121.949858    0.000000 0.913546 -0.406736     68.055549 18.091476 44.907127
121.949858    0.000000 0.913546 -0.406736     77.777771 19.225224 47.453568
121.949867    0.000000 0.913546 -0.406736     38.888884 18.091476 44.907127
121.949867    0.000000 0.913546 -0.406736     48.611106 19.225224 47.453568
121.949867    0.000000 0.913546 -0.406736     9.722218 18.091476 44.907127
121.949867    0.000000 0.913546 -0.406736     19.444440 19.225224 47.453568
121.949867    0.000000 0.913546 -0.406736     -19.444448 18.091476 44.907127
121.949867    0.000000 0.913546 -0.406736     -9.722226 19.225224 47.453568
121.949867    0.000000 0.913546 -0.406736     -48.611114 18.091476 44.907127
121.949867    0.000000 0.913546 -0.406736     -38.888892 19.225224 47.453568
121.949858    0.000000 0.913546 -0.406736     -77.777779 18.091476 44.907127
121.949858    0.000000 0.913546 -0.406736     -68.055557 19.225224 47.453568
121.949858    0.000000 0.913546 -0.406736     -106.944443 18.091476 44.907127
121.949858    0.000000 0.913546 -0.406736     -97.222221 19.225224 47.453568
121.949858    0.000000 0.913546 -0.406736     -136.111107 18.091476 44.907127
121.949858    0.000000 0.913546 -0.406736     -126.388885 19.225224 47.453568
6.149017    0.000000 0.809017 -0.587785     -148.611109 24.421712 55.591889
16.449578    0.000000 0.809017 -0.587785     -147.222219 22.874703 53.462614
10.300561    0.000000 0.809017 -0.587785     -148.611109 21.327693 51.333339
1.838679    0.000000 0.913546 -0.406736     -148.611109 20.239314 49.731254
17.421432    0.000000 0.913546 -0.406736     -147.222219 19.105567 47.184813
2.722330    -0.000001 0.913545 -0.406737     -148.611109 18.808746 46.518144
3.123015    -0.000001 0.913545 -0.406737     -148.611109 18.428344 45.663747
9.737408    0.000000 0.913546 -0.406736     -148.611109 17.591417 43.783976
0.768219    0.000000 0.978148 -0.207911     -148.611109 16.932174 42.240458
17.421443    0.000000 0.978148 -0.207912     -147.222219 16.352635 39.513943
10.701044    0.000000 0.978148 -0.207912     -148.611109 15.971100 37.718964
2.078230    -0.000001 0.978147 -0.207914     -148.611109 15.545987 35.718964
3.873949    0.000000 0.978148 -0.207911     -148.611109 15.347982 34.787427
8.162938    -0.000000 1.000000 0.000000     -148.611109 15.219112 32.875073
17.421435    0.000000 1.000000 0.000000     -147.222219 15.219112 30.087647
0.547784    0.000000 1.000000 0.000000     -148.611109 15.219112 28.693933
8.710713    0.000000 1.000000 0.000000     -148.611109 15.219112 27.212575
2.640446    -0.000000 0.978147 0.207913     -148.611109 15.306949 25.405624
17.421439    0.000000 0.978147 0.207912     -147.222219 15.886489 22.679110
1.233513    -0.000002 0.978148 0.207911     -148.611109 16.015360 22.072822
8.948620    0.000000 0.978147 0.207912     -148.611109 16.354078 20.479284
0.768204    -0.000000 0.978148 0.207909     -148.611109 16.932178 17.759547
3.830656    0.000000 0.978147 0.207913     -148.611109 16.779193 18.479284
4.890209    -0.000000 0.913546 0.406736     -148.611109 17.275977 16.924532
17.421437    -0.000000 0.913545 0.406737     -147.222219 18.409725 14.378092
7.970234    0.000001 0.913545 0.406737     -148.611109 19.246654 12.498318
0.947969    -0.000001 0.913547 0.406734     -148.611109 19.827031 11.194771
1.774308    0.000000 0.913545 0.406738     -148.611109 20.004191 10.796863
1.838717    0.000000 0.913546 0.406736     -148.611109 20.239319 10.268758
3.284977    -0.000000 0.809017 0.587785     -148.611109 24.691063 4.037394
16.449559    0.000000 0.809017 0.587785     -147.222219 23.144056 6.166667
2.864012    -0.000001 0.809017 0.587786     -148.611109 22.565771 6.962608
5.390319    0.000002 0.809018 0.587784     -148.611109 21.789489 8.031070
4.910255    0.000000 0.809016 0.587786     -148.611109 20.820766 9.364403
42.969197    -0.000000 0.809017 0.587785     -142.205297 23.452993 5.741454
115.146687    -0.000000 0.809017 0.587786     -132.483075 21.905985 7.870727
39.278464    0.000000 0.809017 0.587785     -125.538633 23.452993 5.741455
32.899087    0.000000 0.809017 0.587785     -119.444443 23.452993 5.741453
26.519669    -0.000001 0.809017 0.587785     -114.427521 23.452993 5.741454
115.146687    -0.000000 0.809017 0.587786     -104.705299 21.905985 7.870727
39.278468    0.000000 0.809017 0.587785     -99.149745 23.452993 5.741455
49.348615    0.000000 0.809017 0.587785     -91.666667 23.452993 5.741453
10.070082    -0.000000 0.809017 0.587785     -86.649750 23.452993 5.741453
115.146734    -0.000000 0.809017 0.587785     -76.927528 21.905985 7.870726
39.278525    -0.000000 0.809017 0.587785     -72.760862 23.452993 5.741453
6.379445    0.000001 0.809017 0.587785     -58.871974 23.452993 5.741453
59.418685    0.000000 0.809017 0.587785     -64.427528 23.452993 5.741453
32.899087    -0.000000 0.809017 0.587785     -55.555557 23.452993 5.741453
115.146719    -0.000000 0.809017 0.587785     -45.833335 21.905985 7.870726
59.418715    -0.000000 0.809017 0.587786     -38.038635 23.452993 5.741455
22.828917    0.000000 0.809017 0.587785     -31.094191 23.452993 5.741455
16.449548    -0.000000 0.809017 0.587785     -27.777780 23.452993 5.741454
115.146719    -0.000000 0.809017 0.587785     -18.055558 21.905985 7.870726
59.418708    -0.000000 0.809017 0.587786     -11.649746 23.452993 5.741455
39.278494    0.000001 0.809017 0.587785     -3.316413 23.452993 5.741453
59.418777    -0.000000 0.809017 0.587785     5.016920 23.452993 5.741453
115.146695    -0.000000 0.809017 0.587786     14.739141 21.905985 7.870727
39.278465    0.000000 0.809017 0.587785     23.072476 23.452993 5.741455
16.449520    0.000001 0.809017 0.587785     27.777775 23.452993 5.741453
42.969237    -0.000000 0.809017 0.587785     32.794697 23.452993 5.741454
115.146695    -0.000000 0.809017 0.587786     42.516919 21.905985 7.870727
39.278464    0.000000 0.809017 0.587785     49.461365 23.452993 5.741455
32.899056    0.000000 0.809017 0.587785     55.555552 23.452993 5.741453
26.519701    -0.000001 0.809017 0.587785     60.572474 23.452993 5.741454
115.146687    -0.000000 0.809017 0.587786     70.294695 21.905985 7.870727
39.278468    0.000000 0.809017 0.587785     75.850253 23.452993 5.741455
