500.942597    -0.174364 -0.545294 -0.819909     5.577151 -31.629579 19.849713
810.542172    -0.174364 -0.545294 -0.819909     -11.480049 -26.175335 19.849712
500.942572    -0.761013 -0.648736 -0.000000     -22.661844 -36.608876 40.683047
810.542101    -0.761013 -0.648736 0.000000     -28.932709 -29.252710 55.758190
500.942563    -0.174364 -0.545294 0.819909     -11.875510 -34.706954 74.392092
810.542036    -0.174364 -0.545294 0.819909     -0.693717 -24.273413 83.709042
500.942537    0.774854 -0.377921 0.506732     23.029805 -28.552206 74.392092
810.542033    0.774854 -0.377921 0.506732     34.211597 -18.118665 65.075142
500.942541    0.774854 -0.377921 -0.506732     33.816141 -26.650284 40.683049
810.542079    0.774854 -0.377921 -0.506732     27.545279 -19.294116 25.607906
863.728780    -0.304322 -0.053660 -0.951057     -2.086929 -5.597716 10.532762
863.728824    -0.304322 -0.053660 -0.951057     -21.328263 1.468986 16.290953
863.728784    -0.984808 -0.173648 0.000000     -36.992248 -11.752466 40.683047
863.728784    -0.984808 -0.173648 0.000000     -38.780922 -1.608389 59.316948
863.728725    -0.304322 -0.053660 0.951057     -19.539591 -8.675092 83.709042
863.728725    -0.304322 -0.053660 0.951057     -3.875608 4.546360 89.467234
863.728715    0.796726 0.140484 0.587785     26.152058 -0.618421 80.150284
863.728719    0.796726 0.140484 0.587785     35.149719 11.427578 65.075142
863.728704    0.796726 0.140484 -0.587785     36.938396 1.283502 34.924857
863.728678    0.796726 0.140484 -0.587785     24.363388 9.525657 19.849713
810.542193    -0.350350 0.452773 -0.819909     -8.953873 22.572283 16.290954
500.942596    -0.350350 0.452773 -0.819909     -23.029804 28.552206 25.607905
810.542153    -0.936999 0.349331 0.000000     -37.192869 17.592986 44.241806
500.942559    -0.937000 0.349331 -0.000000     -33.816141 26.650283 59.316949
810.542087    -0.350350 0.452773 0.819909     -19.740212 20.670360 80.150283
500.942556    -0.350351 0.452773 0.819909     -5.577149 31.629580 80.150284
810.542053    0.598868 0.620145 0.506732     19.285115 27.551578 74.392092
500.942541    0.598868 0.620145 0.506732     22.661843 36.608876 59.316950
810.542053    0.598868 0.620146 -0.506732     25.951440 28.727031 34.924857
500.942566    0.598868 0.620146 -0.506732     11.875512 34.706955 25.607906
442.615032    0.047721 -0.933857 -0.354448     2.753153 -43.821569 34.924856
442.614990    -0.205889 -0.978575 -0.000000     -8.033184 -45.723491 49.999999
442.614988    0.047721 -0.933857 0.354448     2.753151 -43.821569 65.075142
442.614984    0.458069 -0.861502 0.219061     20.205808 -40.744195 59.316950
442.615007    0.458069 -0.861502 -0.219061     20.205810 -40.744195 40.683049
442.615033    -0.274555 0.893860 -0.354448     -12.400742 42.120439 34.924856
442.614986    -0.528164 0.849142 -0.000000     -23.187078 40.218517 49.999999
442.614984    -0.274555 0.893860 0.354448     -12.400744 42.120439 65.075142
442.614987    0.135793 0.966216 0.219061     5.051914 45.197813 59.316950
442.615012    0.135793 0.966216 -0.219061     5.051915 45.197813 40.683049
