0.000159    -0.173638 0.000038 -0.984810     -0.706695 0.151497 0.051891
0.000318    -0.173638 -0.000069 -0.984810     -0.691063 0.157745 0.049135
0.000159    -0.173670 0.000057 -0.984804     -0.708504 0.159718 0.052210
0.000318    -0.173662 -0.000007 -0.984805     -0.693767 0.167907 0.049612
0.000159    -0.173674 0.000023 -0.984803     -0.711314 0.167645 0.052706
0.000318    -0.173674 0.000023 -0.984803     -0.697704 0.177645 0.050306
0.000159    -0.173602 -0.000110 -0.984816     -0.715080 0.175151 0.053370
0.000318    -0.173660 0.000038 -0.984806     -0.702812 0.186804 0.051207
0.000159    -0.173679 0.000065 -0.984802     -0.719744 0.182119 0.054192
0.000318    -0.173648 0.000008 -0.984808     -0.709010 0.195242 0.052300
0.000159    -0.173657 0.000018 -0.984806     -0.725230 0.188439 0.055160
0.000318    -0.173603 -0.000057 -0.984816     -0.716201 0.202824 0.053568
0.000159    -0.173652 -0.000016 -0.984807     -0.731453 0.194010 0.056257
0.000318    -0.173662 -0.000006 -0.984805     -0.724271 0.209431 0.054990
0.000159    -0.173687 0.000010 -0.984801     -0.738315 0.198745 0.057467
0.000318    -0.173677 0.000001 -0.984803     -0.733092 0.214959 0.056546
0.000159    -0.173563 -0.000053 -0.984823     -0.745707 0.202570 0.058770
0.000318    -0.173629 -0.000010 -0.984811     -0.742527 0.219320 0.058209
0.000159    -0.173604 -0.000019 -0.984816     -0.753513 0.205424 0.060146
0.000318    -0.173675 0.000015 -0.984803     -0.752425 0.222447 0.059955
0.000159    -0.173763 0.000032 -0.984787     -0.761610 0.207262 0.061574
0.000318    -0.173628 -0.000012 -0.984811     -0.762632 0.224289 0.061755
0.000159    -0.173542 -0.000018 -0.984826     -0.769869 0.208055 0.063031
0.000318    -0.173682 0.000009 -0.984802     -0.772985 0.224817 0.063580
0.000159    -0.173768 0.000003 -0.984787     -0.778162 0.207790 0.064493
0.000318    -0.173626 -0.000005 -0.984812     -0.783322 0.224024 0.065403
0.000159    -0.173599 -0.000000 -0.984816     -0.786356 0.206473 0.065938
0.000318    -0.173677 -0.000005 -0.984803     -0.793480 0.221922 0.067194
0.000159    -0.173582 0.000026 -0.984819     -0.794323 0.204123 0.067343
0.000318    -0.173645 0.000014 -0.984808     -0.803297 0.218544 0.068925
0.000159    -0.173664 0.000004 -0.984805     -0.801937 0.200777 0.068685
0.000318    -0.173664 0.000004 -0.984805     -0.812620 0.213942 0.070569
0.000159    -0.173650 0.000014 -0.984807     -0.809079 0.196489 0.069944
0.000318    -0.173663 0.000008 -0.984805     -0.821303 0.208191 0.072100
0.000159    -0.173673 -0.000001 -0.984803     -0.815634 0.191326 0.071100
0.000318    -0.173596 0.000049 -0.984817     -0.829206 0.201380 0.073493
0.000159    -0.173710 -0.000075 -0.984797     -0.821501 0.185369 0.072135
0.000318    -0.173650 -0.000024 -0.984807     -0.836206 0.193616 0.074728
0.000159    -0.173554 0.000111 -0.984824     -0.826586 0.178713 0.073031
0.000318    -0.173669 -0.000015 -0.984804     -0.842194 0.185023 0.075783
0.000159    -0.173674 -0.000023 -0.984803     -0.830810 0.171462 0.073776
0.000318    -0.173674 -0.000023 -0.984803     -0.847073 0.175736 0.076644
0.000159    -0.173695 -0.000078 -0.984799     -0.834105 0.163730 0.074357
0.000318    -0.173651 0.000004 -0.984807     -0.850767 0.165901 0.077296
0.000159    -0.173654 -0.000007 -0.984807     -0.836419 0.155640 0.074766
0.000318    -0.173625 0.000067 -0.984812     -0.853219 0.155674 0.077728
0.000159    -0.173635 -0.000010 -0.984810     -0.837718 0.147320 0.074994
0.000318    -0.173635 -0.000010 -0.984810     -0.854389 0.145214 0.077934
0.000159    -0.173635 0.000010 -0.984810     -0.837978 0.138899 0.075040
0.000318    -0.173635 0.000010 -0.984810     -0.854258 0.134689 0.077911
0.000159    -0.173635 0.000011 -0.984810     -0.837198 0.130512 0.074903
0.000318    -0.173635 -0.000069 -0.984810     -0.852830 0.124264 0.077659
0.000159    -0.173674 0.000085 -0.984803     -0.835388 0.122291 0.074584
0.000318    -0.173662 -0.000007 -0.984805     -0.850126 0.114102 0.077182
0.000159    -0.173674 0.000023 -0.984803     -0.832579 0.114364 0.074088
0.000318    -0.173674 0.000023 -0.984803     -0.846189 0.104364 0.076488
0.000159    -0.173589 -0.000134 -0.984818     -0.828812 0.106858 0.073424
0.000318    -0.173652 0.000026 -0.984807     -0.841081 0.095204 0.075587
0.000159    -0.173695 0.000087 -0.984799     -0.824149 0.099890 0.072602
0.000318    -0.173658 0.000018 -0.984806     -0.834882 0.086767 0.074494
0.000159    -0.173657 0.000018 -0.984806     -0.818663 0.093570 0.071634
0.000318    -0.173603 -0.000057 -0.984816     -0.827692 0.079185 0.073226
0.000159    -0.173652 -0.000016 -0.984807     -0.812440 0.087999 0.070537
0.000318    -0.173662 -0.000006 -0.984805     -0.819622 0.072578 0.071804
0.000159    -0.173664 -0.000004 -0.984805     -0.805578 0.083264 0.069327
0.000318    -0.173664 -0.000004 -0.984805     -0.810800 0.067050 0.070248
0.000159    -0.173563 -0.000053 -0.984823     -0.798185 0.079439 0.068024
0.000318    -0.173641 -0.000003 -0.984809     -0.801366 0.062689 0.068585
0.000159    -0.173629 -0.000007 -0.984811     -0.790380 0.076585 0.066648
0.000318    -0.173675 0.000015 -0.984803     -0.791468 0.059562 0.066839
0.000159    -0.173763 0.000032 -0.984787     -0.782283 0.074747 0.065220
0.000318    -0.173628 -0.000012 -0.984811     -0.781261 0.057720 0.065039
0.000159    -0.173542 -0.000018 -0.984826     -0.774024 0.073953 0.063763
0.000318    -0.173682 0.000009 -0.984802     -0.770908 0.057191 0.063214
0.000159    -0.173768 0.000003 -0.984787     -0.765731 0.074218 0.062301
0.000318    -0.173626 -0.000005 -0.984812     -0.760571 0.057984 0.061391
0.000159    -0.173599 -0.000000 -0.984816     -0.757537 0.075536 0.060856
0.000318    -0.173677 -0.000005 -0.984803     -0.750413 0.060087 0.059600
0.000159    -0.173556 0.000034 -0.984824     -0.749569 0.077886 0.059451
0.000318    -0.173646 0.000017 -0.984808     -0.740596 0.063465 0.057869
0.000159    -0.173690 -0.000004 -0.984800     -0.741956 0.081232 0.058109
0.000318    -0.173664 0.000004 -0.984805     -0.731273 0.068066 0.056225
0.000159    -0.173650 0.000014 -0.984807     -0.734814 0.085519 0.056850
0.000318    -0.173663 0.000008 -0.984805     -0.722590 0.073818 0.054694
0.000159    -0.173673 -0.000001 -0.984803     -0.728259 0.090683 0.055694
0.000318    -0.173596 0.000049 -0.984817     -0.714687 0.080629 0.053301
0.000159    -0.173710 -0.000075 -0.984797     -0.722392 0.096639 0.054659
0.000318    -0.173650 -0.000024 -0.984807     -0.707687 0.088392 0.052066
0.000159    -0.173554 0.000111 -0.984824     -0.717307 0.103296 0.053763
0.000318    -0.173669 -0.000015 -0.984804     -0.701699 0.096986 0.051011
0.000159    -0.173674 -0.000023 -0.984803     -0.713083 0.110547 0.053018
0.000318    -0.173628 0.000041 -0.984811     -0.696820 0.106273 0.050150
0.000159    -0.173677 -0.000084 -0.984803     -0.709788 0.118279 0.052437
0.000318    -0.173670 -0.000072 -0.984804     -0.693126 0.116108 0.049499
0.000159    -0.173654 -0.000007 -0.984807     -0.707474 0.126369 0.052028
0.000318    -0.173625 0.000067 -0.984812     -0.690674 0.126335 0.049066
0.000159    -0.173635 -0.000010 -0.984810     -0.706175 0.134689 0.051800
0.000318    -0.173635 -0.000010 -0.984810     -0.689504 0.136794 0.048860
0.000159    -0.173635 0.000010 -0.984810     -0.705915 0.143109 0.051754
0.000318    -0.173635 0.000010 -0.984810     -0.689635 0.147320 0.048883
0.000318    -0.173644 -0.000071 -0.984808     -0.657853 0.159884 0.043279
0.000477    -0.173635 0.000011 -0.984810     -0.642611 0.168204 0.040592
0.000318    -0.173633 0.000002 -0.984810     -0.661084 0.174255 0.043849
0.000477    -0.173632 -0.000030 -0.984811     -0.646988 0.184450 0.041363
0.000318    -0.173656 0.000031 -0.984806     -0.666062 0.188102 0.044726
0.000477    -0.173656 0.000031 -0.984806     -0.653336 0.200010 0.042483
0.000318    -0.173660 0.000038 -0.984806     -0.672709 0.201206 0.045899
0.000477    -0.173646 -0.000015 -0.984808     -0.661554 0.214640 0.043932
0.000318    -0.173657 0.000001 -0.984806     -0.680923 0.213361 0.047347
0.000477    -0.173649 -0.000020 -0.984808     -0.671513 0.228109 0.045688
0.000318    -0.173609 -0.000063 -0.984815     -0.690572 0.224375 0.049048
0.000477    -0.173646 0.000004 -0.984808     -0.683057 0.240204 0.047723
0.000318    -0.173651 0.000008 -0.984807     -0.701504 0.234074 0.050976
0.000477    -0.173654 0.000012 -0.984807     -0.696002 0.250735 0.050006
0.000318    -0.173666 0.000020 -0.984805     -0.713546 0.242305 0.053099
0.000477    -0.173657 0.000010 -0.984806     -0.710144 0.259534 0.052500
0.000318    -0.173627 -0.000004 -0.984811     -0.726510 0.248938 0.055385
0.000477    -0.173655 0.000019 -0.984807     -0.725262 0.266465 0.055165
0.000318    -0.173672 0.000024 -0.984804     -0.740191 0.253870 0.057798
0.000477    -0.173604 -0.000019 -0.984816     -0.741115 0.271417 0.057961
0.000318    -0.173628 -0.000014 -0.984811     -0.754372 0.257021 0.060298
0.000477    -0.173681 0.000011 -0.984802     -0.757455 0.274312 0.060842
0.000318    -0.173682 0.000011 -0.984802     -0.768831 0.258343 0.062848
0.000477    -0.173626 -0.000007 -0.984812     -0.774024 0.275105 0.063763
0.000318    -0.173625 -0.000007 -0.984812     -0.783338 0.257814 0.065406
0.000477    -0.173683 0.000003 -0.984802     -0.790559 0.273784 0.066679
0.000318    -0.173679 0.000004 -0.984802     -0.797666 0.255443 0.067932
0.000477    -0.173599 -0.000000 -0.984816     -0.806802 0.270368 0.069543
0.000318    -0.173635 -0.000012 -0.984810     -0.811589 0.251268 0.070387
0.000477    -0.173657 -0.000014 -0.984806     -0.822494 0.264912 0.072310
0.000318    -0.173655 -0.000013 -0.984807     -0.824885 0.245353 0.072732
0.000477    -0.173655 -0.000013 -0.984807     -0.837389 0.257502 0.074936
0.000318    -0.173650 -0.000010 -0.984807     -0.837348 0.237793 0.074929
0.000477    -0.173655 -0.000011 -0.984807     -0.851252 0.248255 0.077381
0.000318    -0.173590 0.000043 -0.984818     -0.848779 0.228707 0.076945
0.000477    -0.173658 0.000010 -0.984806     -0.863865 0.237316 0.079605
0.000318    -0.173673 -0.000006 -0.984803     -0.858998 0.218237 0.078746
0.000477    -0.173650 0.000009 -0.984807     -0.875027 0.224858 0.081573
0.000318    -0.173668 -0.000016 -0.984804     -0.867844 0.206549 0.080306
