33.101963    0.080547 0.194457 -0.977599     2.254984 5.444012 1.268675
33.101963    -0.080547 0.194457 -0.977599     -2.254984 5.444012 1.268675
33.101963    -0.194457 0.080547 -0.977599     -5.444012 2.254984 1.268675
33.101963    -0.194457 -0.080547 -0.977599     -5.444012 -2.254984 1.268675
33.101963    -0.080547 -0.194457 -0.977599     -2.254984 -5.444012 1.268675
33.101963    0.080547 -0.194457 -0.977599     2.254984 -5.444012 1.268675
33.101967    0.194457 -0.080547 -0.977599     5.444012 -2.254984 1.268675
33.101967    0.194457 0.080547 -0.977599     5.444012 2.254984 1.268675
33.101963    0.080547 0.194457 0.977599     2.254984 5.444012 48.731325
33.101963    -0.080547 0.194457 0.977599     -2.254984 5.444012 48.731325
33.101963    -0.194457 0.080547 0.977599     -5.444012 2.254984 48.731325
33.101963    -0.194457 -0.080547 0.977599     -5.444012 -2.254984 48.731325
33.101963    -0.080547 -0.194457 0.977599     -2.254984 -5.444012 48.731325
33.101963    0.080547 -0.194457 0.977599     2.254984 -5.444012 48.731325
33.101967    0.194457 -0.080547 0.977599     5.444012 -2.254984 48.731325
33.101967    0.194457 0.080547 0.977599     5.444012 2.254984 48.731325
