15.000000	0.000000	-1.000000	0.000000	-3.333333	-5.000000	2.000000
15.000000	0.000000	-1.000000	0.000000	-1.666667	-5.000000	4.000000
15.000000	0.000000	-1.000000	0.000000	1.666667	-5.000000	2.000000
15.000000	0.000000	-1.000000	0.000000	3.333333	-5.000000	4.000000
15.000000	0.000000	-1.000000	0.000000	-3.333333	-5.000000	8.000000
15.000000	0.000000	-1.000000	0.000000	-1.666667	-5.000000	10.000000
15.000000	0.000000	-1.000000	0.000000	1.666667	-5.000000	8.000000
15.000000	0.000000	-1.000000	0.000000	3.333333	-5.000000	10.000000
15.000000	0.000000	-1.000000	0.000000	-3.333333	-5.000000	14.000000
15.000000	0.000000	-1.000000	0.000000	-1.666667	-5.000000	16.000000
15.000000	0.000000	-1.000000	0.000000	1.666667	-5.000000	14.000000
15.000000	0.000000	-1.000000	0.000000	3.333333	-5.000000	16.000000
15.000000	0.000000	-1.000000	0.000000	-3.333333	-5.000000	20.000000
15.000000	0.000000	-1.000000	0.000000	-1.666667	-5.000000	22.000000
15.000000	0.000000	-1.000000	0.000000	1.666667	-5.000000	20.000000
15.000000	0.000000	-1.000000	0.000000	3.333333	-5.000000	22.000000
15.000000	0.000000	-1.000000	0.000000	-3.333333	-5.000000	26.000000
15.000000	0.000000	-1.000000	0.000000	-1.666667	-5.000000	28.000000
15.000000	0.000000	-1.000000	0.000000	1.666667	-5.000000	26.000000
15.000000	0.000000	-1.000000	0.000000	3.333333	-5.000000	28.000000
15.000000	0.000000	-1.000000	0.000000	-3.333333	-5.000000	32.000000
15.000000	0.000000	-1.000000	0.000000	-1.666667	-5.000000	34.000000
15.000000	0.000000	-1.000000	0.000000	1.666667	-5.000000	32.000000
15.000000	0.000000	-1.000000	0.000000	3.333333	-5.000000	34.000000
15.000000	0.000000	-1.000000	0.000000	-3.333333	-5.000000	38.000000
15.000000	0.000000	-1.000000	0.000000	-1.666667	-5.000000	40.000000
15.000000	0.000000	-1.000000	0.000000	1.666667	-5.000000	38.000000
15.000000	0.000000	-1.000000	0.000000	3.333333	-5.000000	40.000000
15.000000	0.000000	-1.000000	0.000000	-3.333333	-5.000000	44.000000
15.000000	0.000000	-1.000000	0.000000	-1.666667	-5.000000	46.000000
15.000000	0.000000	-1.000000	0.000000	1.666667	-5.000000	44.000000
15.000000	0.000000	-1.000000	0.000000	3.333333	-5.000000	46.000000
15.000000	0.000000	-1.000000	0.000000	-3.333333	-5.000000	50.000000
15.000000	0.000000	-1.000000	0.000000	-1.666667	-5.000000	52.000000
15.000000	0.000000	-1.000000	0.000000	1.666667	-5.000000	50.000000
15.000000	0.000000	-1.000000	0.000000	3.333333	-5.000000	52.000000
15.000000	0.000000	-1.000000	0.000000	-3.333333	-5.000000	56.000000
15.000000	0.000000	-1.000000	0.000000	-1.666667	-5.000000	58.000000
15.000000	0.000000	-1.000000	0.000000	1.666667	-5.000000	56.000000
15.000000	0.000000	-1.000000	0.000000	3.333333	-5.000000	58.000000
15.000000	0.000000	-1.000000	0.000000	-3.333333	-5.000000	62.000000
15.000000	0.000000	-1.000000	0.000000	-1.666667	-5.000000	64.000000
15.000000	0.000000	-1.000000	0.000000	1.666667	-5.000000	62.000000
15.000000	0.000000	-1.000000	0.000000	3.333333	-5.000000	64.000000
15.000000	0.000000	-1.000000	0.000000	-3.333333	-5.000000	68.000000
15.000000	0.000000	-1.000000	0.000000	-1.666667	-5.000000	70.000000
15.000000	0.000000	-1.000000	0.000000	1.666667	-5.000000	68.000000
15.000000	0.000000	-1.000000	0.000000	3.333333	-5.000000	70.000000
15.000000	0.000000	-1.000000	0.000000	-3.333333	-5.000000	74.000000
15.000000	0.000000	-1.000000	0.000000	-1.666667	-5.000000	76.000000
15.000000	0.000000	-1.000000	0.000000	1.666667	-5.000000	74.000000
15.000000	0.000000	-1.000000	0.000000	3.333333	-5.000000	76.000000
15.000000	0.000000	-1.000000	0.000000	-3.333333	-5.000000	80.000000
